name,health-resource,address,lat,long
Mercury Drug,pharmacy,"Northpoint, Atrium Bldg., B.S. Aquino Drive, Villamonte, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6769186,122.9603094
"Elizhen Trading &amp; Pharmacy, Inc.",pharmacy,"Purok 3, Barangay Dancalan, Ilog, Negros Occidental",9.9603257,122.7350771
BEAZ PHARMACY &amp; MEDICAL CLINIC,pharmacy,"J. T. Bretana St.,  Ilaya Pob., Barotac Nuevo, Iloilo, Western Visayas (Region VI), 5007, Barotac Nuevo, Iloilo",10.9216153,122.740723
LINGPAU DRUGSTORE,pharmacy,"Poblacion (Elizalde), President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",11.4058843,122.9663018
KM'S DRUGSTORE,pharmacy,"Perimeter Blk. #24, Nichols Aguilar Mall, Brgy. Poblacion I, Sagay City, Negros Occidental",10.8783445,123.408176
APOTHECO DRUGMART,pharmacy,"AGUILAR ST., BRGY IV - POBLACION, Hinigaran, Negros Occidental",10.2718297,122.8527118
SOUTH STAR DRUG,pharmacy,"Bagumbayan, Barangay 8, San Jose de Buenavista, Antique",10.7661858,121.9323502
KCF PHARMACY,pharmacy,"Brgy. Mojon, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",9.9650996,122.9039657
OMNIHEALTH PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"Barangay Magsaysay Village, La paz, Iloilo City, Iloilo",10.71132,122.5620202
Tibiao Drug,pharmacy,"Susana Bldg T.A. Fornier St Brgy 6, San Jose , Antique",10.7509998,121.9414436
CJS PHARMACY,pharmacy,"Commercial Zone, Brgy. Minapasuk, Calatrava, Negros Occidental",10.6978998,123.3471433
CLAIRON'S PHARMACY,pharmacy,"10th St., St. Vincent Subd., Brgy. I, San Carlos City, Negros Occidental",10.4932753,123.4244441
PANIZA PHARMACY,pharmacy,"SN 32 Brgy. Cabalabaguan, Mina Public Market, Mina, Iloilo",10.9347589,122.5820582
THE GENERICS PHARMACY,pharmacy,"Guanzon Corner Coloso St., Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",9.988642,122.8127927
FARMACIA NI DOK,pharmacy,"GROUND FLOOR SUNFLOWER RESORT, BRGY. BALABAG, BORACAY ISLAND, Malay, Aklan",11.9627172,121.9283058
PABULUM DRUGSTORE,pharmacy,"Yulod Drive, Brgy. Quezon, Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6859502,122.5217164
FARMACIA TUPAS,pharmacy,"Barangay 1 Poblacion, Hinoba-An, Negros Occidental, Hinoba-An (ASIA, Negros Occidental",9.5972222,122.4680556
MCV DRUGSTORE,pharmacy,"PUROK PAGLAUM BARANGAY BATO, Sagay City, Negros Occidental",10.810665,123.3799034
"MerryMart Grocery Centers, Inc.",pharmacy,"Cor. De Leon & Quezon Sts., Brgy. Kauswagan, Iloilo City, Iloilo",10.6943896,122.5663599
HAWIHALI PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"PUROK 4, BRGY. IV, Himamaylan City, Negros Occidental",10.0902184,122.8683684
VICWIN PHARMACY,pharmacy,"Brgy. Poblacion II, Enrique B. Magalona, Negros Occidental",10.879266,122.9789587
PETER &amp; PHARIZ DRUGSTORE,pharmacy,"Tupas St., Barangay 5,, Tigbauan, Iloilo",10.7283347,122.3787597
AL KAWTHER PHARMACY,pharmacy,"Barangay Bancal, Carles, Iloilo",11.5582082,123.1528685
FARMACIA ESCORPION,pharmacy,"Rizal St., Brgy. 2, Poblacion, Igbaras, Iloilo",10.7143785,122.2668591
Franz N' Roses Pharmacy,pharmacy,"Brgy. Flores, City Proper, Iloilo City, Iloilo",10.6927027,122.5625504
DB Pharmacy,pharmacy,"Poblacion, San Rafael, Iloilo",14.9567108,120.9632524
"Rose Pharmacy, Incorporated",pharmacy,"MJD Bldg., San Jose Street, San Jose Ward (Poblacion), Pototan, Iloilo",10.9444475,122.6358108
Angefel Pharmacy,pharmacy,"ngay Corner Real-Sto. Domingo Sts. Purok 3 (Pob), San Joaquin, Iloilo",10.5913502,122.1394766
KLMN Pharmacy,pharmacy,"Purok 3 Quadra Montelibano St., Granada, Bacolod City, Negros Occidental",10.66896,123.037102
Farmacia Belle,pharmacy,"D.b Oñate St., Concepcion, Iloilo",10.7152645,122.5358216
MEDVALUE PHARMACY,pharmacy,"Poblacion, Tibiao, Antique, Western Visayas (Region VI), 5707, Tibiao, Antique",11.2953463,122.0585226
RA IMPERIAL PHARMACY AND GENERAL MERCHANDISE,pharmacy,"BANGA PUBLIC MARKET, JP RIZAL ST., POBLACION, Banga, Aklan",11.6394983,122.33457
Sebastian Drugstore,pharmacy,"Brgy. Aganan, Pavia, Iloilo",10.7667125,122.5344456
SUPER K DRUG CORPORATION,pharmacy,"DR. GONZALES STREET, Kalibo, Aklan",11.7109188,122.3644141
ROSE PHARMACY,pharmacy,"J.C. Zulueta St., Brgy. Pob. South, Oton, Iloilo, Western Visayas (Region VI), 5020, Oton, Iloilo",10.6913367,122.4713175
ROSE PHARMACY,pharmacy,"cor. Araneta & Cartagena Sts., Brgy. Ilaud Poblacion, Barotac Nuevo, Iloilo, Western Visayas (Region VI), 5007, Barotac Nuevo, Iloilo",10.8919689,122.7061369
DROGALIFE DRUGSTORE,pharmacy,"Purok Santanville, Araneta Street, Brgy Sum-ag, Bacolod City, Negros Occidental",10.601359,122.9194582
V'SANDROS PHARMACY,pharmacy,"Cabrera Compound, Lupa, Sitio Cubay, Brgy. Guinhalaran, Silay, Negros Occidental",10.7816312,122.9659497
BOTICA RAINNE,pharmacy,"BARANGAY TUYOM, Cauayan, Negros Occidental",9.9703578,122.5542435
Enzo's Pharmacy,pharmacy,"West Timawa, Molo, Iloilo City, Iloilo",10.6951135,122.551062
TERRY DRUGSTORE,pharmacy,"Davis Commercial Building, San Miguel, Jordan, Guimaras",10.5960528,122.5880885
MOMMY JOY PHARMA-MART,pharmacy,"Purok Dap-Dap, Barangay Poblacion, Valladolid, Negros Occidental, Negros Island Region, 6103, Valladolid, Negros Occidental",10.4689768,122.8422959
CARIMED PHARMACY,pharmacy,"Brgy. Hibao-an Sur, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7252297,122.5237979
FARMACIA DUSTAN,pharmacy,"Pagunsan St., Barangay Ubos (Pob.), Valderrama, Antique, Western Visayas (Region VI), 5703, Valderrama, Antique",11.0111117,122.1320237
NEGROS GRACE PHARMACY,pharmacy,"Metro Plaza, Bacolod, Negros Occidental",10.6682528,122.9457595
"Rose Pharmacy, Incorporated",pharmacy,"ANA Bldg. Lot 556 Poblacion Sur, Sigma, Capiz",11.4212337,122.6609456
Auxfred Pharmacy,pharmacy,"Bermejo St., Brgy. Zone III, Cabatuan, Iloilo",10.8255871,122.5329503
FARMACIA TERESITA,pharmacy,"Arnaldo Blvd., Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",11.5986464,122.7459167
E-C PHARMACEUTICAL PRODUCTS WHOLESALING,pharmacy,"#6 BR PUEYO BUILDING BURGOS STREET BRGY. BURGOS-MABINI-PLAZA, LA PAZ, Iloilo City, Iloilo",10.7141476,122.5676879
FARMACIA NI DOK,pharmacy,"Door No.4 Cineplex Bldg., Araneta Street Brgy. 12, Bacolod City, Negros Occidental",10.6713397,122.9510716
DUREMDES DRUGSTORE,pharmacy,"Burgos-Regidor-Zamora, Dumangas, Iloilo",10.8223851,122.7131962
KINGSMED PHARMACY AND MEDICAL SUPPLY,pharmacy,"#6 D.B. Ledesma St. Jaro, Iloilo City, Iloilo",10.7132981,122.558375
98 EL PHARMACY AND MEDICAL CLINIC,pharmacy,"Zarraga Public Market, Ilawod Poblacion, Zarraga, Iloilo, Western Visayas (Region VI), 5004, Zarraga, Iloilo",10.8224945,122.6116936
DM &amp; 3J'S PHARMACY,pharmacy,"Fenete St., District III, Sibalom, Antique, Western Visayas (Region VI), 5713, Sibalom, Antique",10.7859745,122.0191649
APTEK PHARMACY,pharmacy,"Public Market, Poblacion, Culasi, Antique, Western Visayas (Region VI), 5708, Culasi, Antique",11.433122,122.1064668
GBX PHARMACY CORPORATION,pharmacy,"Rizal St., Barangay II, Himamaylan, Negros Occidental, Negros Island Region, 6108, Himamaylan, Negros Occidental",10.2054319,122.9687659
SUPER K DRUG-VI,pharmacy,"Bantud, Barangay Manocmanoc, Boracay Island,, Malay, Aklan, Western Visayas (Region VI), 5608, Malay, Aklan",11.9475056,121.9416226
RX QUEEN PHARMACY,pharmacy,"Quencita Bldg., E. Lopez St., Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7194991,122.5602461
RX QUEEN PHARMACY,pharmacy,"PCPM (Passi City Public Market) Main Passi City, Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",11.107844,122.6409915
I.S. MEDICINE CORNER,pharmacy,"QHP Commercial Complex, Gen. Luna St., Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7007288,122.5619109
Leomax Drugstore,pharmacy,"Brgy. Poblacion, Leganes, Iloilo",10.7863641,122.5867605
VACCINE NETWORK PHARMACY,pharmacy,"Room 6 J &amp; E Bldg., North Drive, Bacolod, Negros Occidental",10.6817488,122.9582466
LTAB PHARMACY,pharmacy,"Zulueta Drive, Poblacion, Barotac Viejo, Iloilo",11.0625316,122.8761309
Farmacia Osal,pharmacy,"Tingui-an, Balasan, Iloilo",11.4508066,123.0985928
Bienz Pharmacy,pharmacy,"Purok 3 Lopez Jaena St.,Brgy.Sambag Jaro, Iloilo City, Iloilo",10.7257783,122.5567492
GALT'Z MEDICAL CLINIC AND PHARMACY,pharmacy,"New Site, Jordan, Guimaras, Western Visayas (Region VI), 5045, Jordan, Guimaras",10.5959757,122.5877782
Farmacia Natividad,pharmacy,"Brgy. Rumbang, Pototan, Iloilo, Western Visayas (Region VI), 5008, Pototan, Iloilo",10.9333731,122.6319844
SUPER K DRUG XXIII,pharmacy,"BARANGAY LAWAAN, ROXAS CITY, CAPIZ, Roxas City, Capiz",11.5585253,122.7548364
GRW DRUGSTORE,pharmacy,". MALILAY BUILDING, ROXAS AVE EXT, ANDAGAO, Kalibo, Aklan",11.7049368,122.3726648
"Healberg Lifestyle Medical Center and Clinics, Inc.",pharmacy,"Robinsons Cybergate Araneta St., Brgy Singcang-Airport, Bacolod City, Negros Occidental",10.6442906,122.9344342
NEGROS GRACE PHARMACY,pharmacy,"Lopue's San Sebastian St., Bacolod, Negros Occidental",10.6661279,122.9442069
AGUIRRE DRUGSTORE,pharmacy,"National Road, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",11.4058843,122.9663018
CARIDAD PHARMACY,pharmacy,"Marc Building, Cabalfin St., Poblacion, Leon, Iloilo, Western Visayas (Region VI), 5026, Leon, Iloilo",10.8208599,122.3447611
SANTA SUSANA DRUGSTORE,pharmacy,"PUROK 3, SAN JOAQUIN, ILOILO, San Joaquin, Iloilo",10.5913502,122.1394766
THE GENERICS PHARMACY,pharmacy,"J. Tolosa St., Caticlan, Malay, Aklan, Western Visayas (Region VI), 5608, Malay, Aklan",11.9108998,121.9385499
Diala Pharmacy,pharmacy,"Barangay Poblacion Ilaya, San Enrique, Iloilo",11.0751829,122.6602393
GENERIKA DRUGSTORE,pharmacy,"Unit 2, MLT Building, Minglanilla St., Brgy. Suba, Calatrava, Negros Occidental",10.5977116,123.4830533
"Rose Pharmacy, Incorporated",pharmacy,"RNMA Building Bermejo St., Brgy. Zone III, Cabatuan, Iloilo",10.8255871,122.5329503
RCare Pharmacy,pharmacy,"San Diego St., Brgy. Hipona, Pontevedra, Capiz",11.41707,122.8853
Madolene Pharmacy,pharmacy,"Purok Palma, Barangay Roberto Salas Benedicto, La Carlota City, Negros Occidental",10.4166886,122.9167126
GENERIKA DRUGSTORE,pharmacy,"Isagani St., Ilawod, Pontevedra, Capiz",11.4842603,122.8387708
"METRO RETAIL STORES GROUP, INC.",pharmacy,"Brgy. Zone 15, Ayala North Point, Talisay, Negros Occidental",10.7221,122.9618738
TONISAN PHARMACY,pharmacy,"144-A 19 Martyrs Street, Kalibo, Aklan",11.708449,122.3637696
"Rose Pharmacy, Incorporated",pharmacy,"Abela Bldg., Hughes St., Barangay IV, Roxas City, Capiz",11.5845909,122.7522064
GUIMHEALTH PHARMACEUTICAL DISTRIBUTOR AND DRUGSTORE,pharmacy,"GGJ Building, Quezon Street, Barangay Quezon, Arevalo, Iloilo City, Iloilo",10.6876569,122.521925
RIOSTAR PHARMACY,pharmacy,"Barangay Poblacion, Ajuy, Iloilo",11.175309,123.0229292
GIGI'S PHARMACY,pharmacy,"Brgy. Balucuan, Dao, Capiz, Western Visayas (Region VI), 5810, Dao, Capiz",11.3932354,122.6856488
Medshoppe Pharmacy,pharmacy,"Poblacion, Malinao, Aklan",11.6152751,122.2427
GENERIKA DRUGSTORE,pharmacy,"Zone VI-Balabag Ext., Boracay Island, Malay, Aklan, Western Visayas (Region VI), 5608, Malay, Aklan",11.9668304,121.9274003
THE GENERICS PHARMACY,pharmacy,"Puregold Building, corner Mabini-Libertad Sts., Brgy. 40, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6640694,122.9510202
THE GENERICS PHARMACY,pharmacy,"106 Olivar Bldg., Quintin Salas St., Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7428536,122.5608086
"Rose Pharmacy, Incorporated",pharmacy,"Godo Bldg., Corner S. Aguilar St., / F. Palmares St., Barangay Poblacion Ilawod, Passi City, Iloilo",11.1036313,122.6432177
GCARE II DRUGSTORE,pharmacy,"Cubay, Jaro, Iloilo City, Iloilo",10.7325469,122.5641411
GENERIKA DRUGSTORE,pharmacy,"Lot 17B, Donato Pison (across SNR), Barangay San Rafael, Mandurriao, Iloilo City, Iloilo",10.7070841,122.547948
THE GENERICS PHARMACY,pharmacy,"Poblacion, Banate, Iloilo, Western Visayas (Region VI), 5010, Banate, Iloilo",11.000592,122.8155554
THE GENERICS PHARMACY,pharmacy,"Zamarli Bldg., Muyco St.,, Dingle, Iloilo, Western Visayas (Region VI), 5035, Dingle, Iloilo",11.0111309,122.650351
Caremeds Pharmacy,pharmacy,"Barangay Poblacion, Ajuy, Iloilo",11.175309,123.0229292
ValueMed Generics Pharmacy,pharmacy,"Cuison Bldg. Cor. Gatuslao-San Sebastian, Brgy. 15, Bacolod City, Negros Occidental",10.6655672,122.9459098
KAROL'S PHARMACY,pharmacy,"Stall 24, Kalibo Shopping Center, Poblacion, Kalibo, Aklan",11.7107015,122.3640329
ROSE PHARMACY,pharmacy,"N2 Prince Hypermart, Brgy. Libot, Calinog, Iloilo",11.1373971,122.5330313
ASRV PHARMACY,pharmacy,"POBLACION ALTAVAS, Kalibo, Aklan",11.7119685,122.3645949
Mercury Drug,pharmacy,"Marañon Street, Barangay Poblacion II, Sagay City, Negros Occidental",10.8934171,123.4137143
BOTIKAMAMZ,pharmacy,"ISIO PUBLIC MARKET, BARANGAY ISIO, Cauayan, Negros Occidental",9.9775536,122.5850818
G &amp; G PHARMACY,pharmacy,"Barangay Switch, Tapaz, Capiz, Western Visayas (Region VI), 5814, Tapaz, Capiz",11.2496387,122.5591924
DOS PHARMA DISTRIBUTOR,pharmacy,"C. Castor Street Barangay Poblacion Market, Sara, Iloilo",11.2559755,123.0127645
EST 1959 PHARMACY,pharmacy,"166 GALO-GASATAYA STREETS, BRGY. 20, BACOLOD CTY, Bacolod City, Negros Occidental",10.6674227,122.9569683
MALEZA'S DRUGSTORE,pharmacy,"Fulton St., Isio,, Cauayan, Negros Occidental, Negros Island Region, 6112, Cauayan, Negros Occidental",9.974876,122.5796924
John Benison Pharmacy,pharmacy,"Malunda St. Poblacion Takas, Cuartero, Capiz",11.3423258,122.6743638
Floretes Drug Haus,pharmacy,"Magallanes Street, Binalbagan, Negros Occidental",10.2029262,122.989961
Antonino Drugstore - Malinao (main),pharmacy,"Poblacion, Malinao, Aklan",11.6152751,122.2427
JRN MEDICAL INCORPORATED,pharmacy,"BAGO CITY PUBLIC MARKET ARANETA STREET 4TH DISTRICT POBLACION,, Bago City, Negros Occidental",9.9949443,122.8145754
Tuner's 3 Drugstore,pharmacy,"Brgy. West Habog-Habog, Molo, Iloilo City, Iloilo",10.6919361,122.5480571
VIRGINIA'S PHARMACY,pharmacy,"Blk. #7 NPM, Rizal St., Brgy. Zone II, Murcia, Negros Occidental",10.6079231,123.0502106
MERCURY DRUG,pharmacy,"Roxas Avenue corner L. Barrios Street, Poblacion, Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",11.7106368,122.3658477
MERCURY DRUG,pharmacy,"Gen. Luna St., Brgy. Sampaguita, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7011688,122.5653913
MERCURY DRUG,pharmacy,"G/F West Arcade, Robinson's Place Bacolod, Lacson St., Barangay Mandalagan, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6835278,122.9561194
MERCURY DRUG,pharmacy,"MST Building, Rizal St., Barangay IV Poblacion, Hinigaran, Negros Occidental, Negros Island Region, 6106, Hinigaran, Negros Occidental",10.2733558,122.8516937
NEGROS GRACE PHARMACY,pharmacy,"888 China Town Square, corner Gatuslao St., Cottage Road, Bacolod, Negros Occidental",10.6733203,122.9499291
LORICEL PHARMACY,pharmacy,"GMT Delgado St., Brgy. Zone II, (Pob.), Santa Barbara, Iloilo, Western Visayas (Region VI), 5002, Santa Barbara, Iloilo",10.8254791,122.533122
AN'C DRUGSTORE,pharmacy,"#40 & #41 Kalibo Shopping Center, Kalibo, Aklan",11.6892241,122.367428
Gelo Pharmacy,pharmacy,"Nav's Commercial building F. Gorriceta Avenue, Brgy. Balabag, Pavia, Iloilo, Pavia, Iloilo",10.7623245,122.5291748
Ronica Drugstore,pharmacy,"Caticlan, Malay, Aklan",11.9108998,121.9385499
THE GENERICS PHARMACY,pharmacy,"Brgy. Poblacion Tabuc, Maayon, Capiz",11.391813,122.7830574
Soliva Drugstore,pharmacy,"Roxas St., San Miguel, Iloilo",10.8929325,122.4341512
CCRJ PHARMACY,pharmacy,"Barangay Poblacion, Ajuy, Iloilo",11.175309,123.0229292
Ruthcelmar Drugstore,pharmacy,"Brgy. Gloria, Ledesma St.,, Iloilo City, Iloilo",10.6947454,122.5632743
Molina's Drugstore,pharmacy,"T.A FORNIER ST. , San Jose de Buenavista , Antique",10.7509998,121.9414436
"MerryMart Grocery Centers, Inc.",pharmacy,"Phase 5 Alta Tierra Village, Mc Arthur Highway, Barangay Quintin Salas, Jaro, Iloilo City, Iloilo",10.73579,122.567199
E. Dumaguit Pharmacy,pharmacy,"Public Market, Brgy. Capuling, DueÃ±as, Iloilo, DueÃ±as, ILOILO",10.7218287,122.5547738
CCRJ PHARMACY,pharmacy,"Sitio Tollhouse, Barangay San Lucas, Barotac Viejo, Iloilo, Western Visayas (Region VI), 5011, Barotac Viejo, Iloilo",11.0625316,122.8761309
Mercury Drug,pharmacy,"Unit 1C, 1D and 1E Ground Floor, A&B Building, Osmeña Street, Barangay Poblacion Centro, Calinog, Iloilo, Calinog, Iloilo",11.1224553,122.5389132
JDN PHARMACY AND MEDICAL SUPPLIES,pharmacy,"Barangay Estefania, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6713397,122.9510716
SINCERE DRUGSTORE,pharmacy,"SILAY PUBLIC MARKET, BURGOS ST., Silay, Negros Occidental, Negros Island Region, 6116, Silay, Negros Occidental",10.8017192,122.9759984
Limen Pharmacy II,pharmacy,"New Poblacion, Buenavista, Buenavista, Guimaras",10.7050618,122.6418745
MERCURY DRUG,pharmacy,"Corner Araneta-Luzuriaga Streets, Barangay 13, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6780792,122.956599
CD DRUGSTORE,pharmacy,"Brgy. Guisijan, Laua-An, Antique",11.0899154,122.0461002
PRECISION MED PHARMACY,pharmacy,"Ground floor Unit B PL Lhuiller Building, San Sebastian Street, Barangay 13, Bacolod City, Negros Occidental",10.6665128,122.9437877
ROSE PHARMACY,pharmacy,"J.M. Basa - Guanco Street, Barangay Nonoy, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6939188,122.5710074
BLANCAFLOR DRUGSTORE,pharmacy,"Purok Rosas, Brgy. Su-ay, Himamaylan, Negros Occidental, Negros Island Region, 6108, Himamaylan, Negros Occidental",10.0547428,122.8415909
"FAMILYHEALTH &amp; BAUTY CORP.,",pharmacy,"Cor. Circumferencial Road and Burgos St., Brgy. Villamonte, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6693955,122.9619554
DCS PHARMACY,pharmacy,"Purok Mangga, Brgy. Tabugon, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",9.9134117,122.8535755
NEGROS GRACE PHARMACY,pharmacy,"Vertland Bldg., San Juan St., Brgy. 10, Bacolod, Negros Occidental",10.6736497,122.9480289
ANNCHE-MAR PHARMACY,pharmacy,"Brgy. Jibolo, Janiuay, Iloilo",10.9653677,122.497668
FARMACIA ALENJEN,pharmacy,"33 Phase IV D' Mall D ' Boracay,  Balabag , Malay, Aklan",11.9629412,121.9249911
Sonji Pharmacy,pharmacy,"Stall #38 Ground Floor, Brgy. Ilaud Poblacion, Barotac Nuevo, Iloilo",10.8919689,122.7061369
SOUTH STAR DRUG,pharmacy,"Robinson's Supermarket, Molo GT Mall, M. H. Del Pilar St. Molo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6976612,122.5472406
MD PHARMACY,pharmacy,"Tres Fuentes-Rizal Street, Brgy. Rizal, Silay, Negros Occidental",10.8068725,122.9800317
MYRN'S PHARMACY,pharmacy,"San Miguel, Jordan, Guimaras",10.5925185,122.5768651
HORMEL PHARMACY,pharmacy,"Melliza St., Brgy. Poblacion, Ilaud, Zarraga, Iloilo, Western Visayas (Region VI), 5004, Zarraga, Iloilo",10.8213606,122.6099832
PINK PHARMACY,pharmacy,"POBLACION, Barbaza, Antique",11.1938032,122.0425482
R &amp; E Pharmacy,pharmacy,"Salvani Street, Poblacion, Patnongon, Antique",10.9230273,122.0610174
